time_s,R,G,B,motion
5.037109136581421,109.19905358898721,75.20378564405114,60.87229596853491,False
5.090337038040161,108.9594494047619,75.10884796626983,60.66124131944444,False
5.1558332443237305,108.98991705466992,75.13073910764392,60.53307021060097,False
5.214275121688843,109.12075958702064,75.11384587020649,60.50906465093412,False
5.275646924972534,109.1109429065744,74.92050790904597,60.25417078596144,False
5.322392225265503,109.12637413112043,74.88863030896898,60.2224637903053,False
5.380885124206543,109.25927060048382,74.84640352757448,59.97440058792908,False
5.458674192428589,109.14905973451327,74.93504178957718,60.05242133726647,False
5.516533136367798,109.36988304093568,75.26056895711501,60.28658016569201,False
5.575919151306152,109.09863122760817,74.92678445662492,59.86312276081698,False
5.635146141052246,109.00202100621613,74.82209021036837,59.68218146186116,False
5.6976189613342285,108.62366414551245,74.51612211776954,59.34366292066019,False
5.755634307861328,108.50174862390901,74.31511723382903,59.06413648389746,False
5.815815210342407,108.55587993796186,74.19283520360065,58.754706079129036,False
5.8764002323150635,108.70479096734819,74.41562404638388,59.0032956972841,False
5.936688184738159,108.98426064855927,74.55516428330833,59.002327219279174,False
6.000354051589966,108.86082879612825,74.63369630973986,59.17583182093164,False
6.056356191635132,108.7936623565835,74.61230498391306,59.19850664724094,False
6.117329120635986,108.63323500491641,74.37493854473944,59.15102630285153,False
6.17648720741272,108.50237573099415,74.1843932748538,59.10179093567251,False
6.24215030670166,108.79229542387436,74.16280211017053,59.27597840755735,False
6.2932350635528564,108.80008587903325,74.46917556128082,59.56085142927248,False
6.361062288284302,107.10444078947368,73.19292153996102,58.39409722222222,False
6.417478084564209,104.80936578171091,71.44850049164208,56.96051499508358,False
6.481537103652954,103.30146878072763,70.58698992133726,56.52943706981318,False
6.537444114685059,102.79767053880376,70.4481586752348,56.48121601581809,False
6.599064111709595,101.9030114030114,69.82426132426133,56.363195363195366,False
6.659817934036255,101.27606048013298,69.7021705079436,56.4987692996196,False
6.723887205123901,101.27599287504948,69.58708272859216,56.63468135637947,False
6.776539087295532,103.35526921306949,71.69492472552758,58.374104266649134,False
6.839065074920654,103.69427287132555,71.91375351679979,59.02991300973385,False
6.900032043457031,102.68424242424243,70.42188197767145,58.053748006379585,False
6.964485168457031,103.64882390336936,71.37072472981563,59.07927527018436,False
7.0166051387786865,103.50726430656007,71.51646364674534,59.10664890242355,False
7.082141160964966,104.21729497354498,72.1610119047619,59.37304894179894,False
7.13757586479187,104.18820523031992,72.36227266693217,59.41401168193283,False
7.204182147979736,103.78829815478561,71.82589937607858,58.957155183857694,False
7.253679037094116,103.34003721962846,71.33102615168632,58.766038721473116,False
7.313542127609253,105.84394540442412,73.37309218046124,60.53798830094803,False
7.382132053375244,109.98967889908256,75.70448885976408,61.74213630406291,False
7.447175979614258,112.5162733155691,77.14379520365436,62.96047455906611,False
7.498613119125366,112.71052800410598,77.21803425931866,62.841662924231734,False
7.5627052783966064,111.09760448521916,76.65691896024465,62.88009683995922,False
7.623105049133301,109.45358851674641,75.05384370015949,61.5459649122807,False
7.685086011886597,108.05514347062268,74.04626195588523,60.90838701281801,False
7.7381651401519775,107.36694715136196,73.56643496191838,60.65117903349187,False
7.803398132324219,105.27410034147623,71.96765826109798,59.360421591804574,False
7.857176065444946,105.0301163808474,72.08905242000843,59.661328492235874,False
7.922863245010376,106.25709249343133,73.03668473741976,60.29091695214022,False
7.981875896453857,106.20035254598065,72.85808361326372,60.09312535337746,False
8.039964199066162,105.75078990255096,72.49539362091329,59.93424684870456,False
8.101147174835205,106.25372347436404,72.76034664557797,59.9874126795835,False
8.166069030761719,107.5860585763068,73.36163645915418,60.27170344102968,False
8.221694946289062,107.8335289514867,73.197965571205,59.90121283255086,False
8.285460948944092,108.31857000993048,73.97907977490897,60.778781860311156,False
8.345229148864746,108.01592188017213,74.09291625289639,60.74995034756703,False
8.407523155212402,107.16396604938272,73.62815072016461,60.447402263374485,False
8.462002277374268,105.95087719298246,72.64867213906325,59.25929502655722,False
8.524129152297974,105.11277813095995,71.95495867768595,58.74237126509854,False
8.587839126586914,106.26783216783217,72.90708836617928,59.66376350921806,False
8.646381139755249,106.13807412100095,72.7934114665822,60.035825150459296,False
8.704708099365234,105.04926405278518,72.21136277122193,59.601129298312394,False
8.765464067459106,105.07756286266924,72.37878787878788,59.68407479045777,False
8.824464082717896,104.88201024327785,72.53492317541614,59.945166453265045,False
8.889811992645264,104.8691045354697,72.40631864581988,59.6066675281044,False
8.94235610961914,105.51679662118259,72.9775828460039,60.21770630279402,False
9.006078958511353,105.47730473751601,72.95048015364917,60.332938540332904,False
9.065791130065918,104.97385161269699,72.59821628360451,60.40120832400984,False
9.131031036376953,103.98414474315123,71.98903557842918,59.56695329731803,False
9.182079076766968,103.50725900116144,71.83088140405214,59.339882565492324,False
9.248497247695923,101.61532915360502,70.10307210031348,57.85655172413793,False
9.305472135543823,98.81243842364532,67.9233066502463,56.15855911330049,False
9.370055913925171,96.62414571244358,66.46727917472599,55.66953578336557,False
9.423943281173706,94.74676341783078,65.21698686187386,54.75571396605185,False
9.487056255340576,93.2990293678447,64.2290318566451,54.2943006470881,False
9.54665231704712,92.54503932244404,64.16669691470054,54.473653962492435,True
9.610247135162354,92.738136431043,64.6916089965398,54.772367770637665,False
9.66785216331482,92.58685121107267,64.8943378420887,54.939414910349164,False
9.735285997390747,92.46240956275558,64.69160113243159,54.92444164831708,False
9.786861181259155,92.41937716262976,64.65806857502359,55.009405473419314,False
9.852728128433228,93.67405530249567,65.65820876371335,56.08555206261628,False
9.903500080108643,93.73360423360424,65.77805077805078,56.22027972027972,False
9.969085931777954,93.31025507548152,65.76672688856907,56.12009676332792,False
10.023333072662354,93.67814389732197,65.67848327779835,56.261477230655316,False
10.094543218612671,94.3651116870295,66.03140812044921,56.56775268419104,False
10.142719030380249,94.6342637737689,66.20243174061433,56.34233300828864,False
10.207818984985352,94.9821196653478,66.26596997795161,56.115920142559425,False
10.26810598373413,95.60728963551823,67.07352632368382,56.90376481175941,False
10.330379962921143,97.68962020648968,68.79661381514258,58.38446411012783,False
10.38839602470398,99.65951716841397,70.1654964573114,59.51393030040717,False
10.451516151428223,100.04762213505366,70.18669562680326,59.62988297079132,False
10.512050151824951,100.09056152927121,70.43659327530295,59.869397508107184,False
10.570322275161743,99.8631469979296,70.46038647342995,59.68844030365769,False
10.63100528717041,98.92897022332507,69.697752963882,58.97163633857182,False
10.690168142318726,97.62738655229663,68.47191477587161,57.741768123962366,True
10.75273609161377,97.82174063800278,69.01601941747573,58.322642163661584,False
10.812250137329102,97.6338571529695,68.37446025341545,57.825086713385716,False
10.869500160217285,97.04162439981064,68.03357679042402,57.52143774937445,False
10.933175086975098,98.37574113154457,69.94184839044652,59.46440893712525,False
10.993884086608887,98.56416021029331,69.91024488101826,59.11320558937465,False
11.053980112075806,99.08866610025488,70.35561597281223,59.502225998300766,False
